	alien-11-0-0	alien-11-60-0	alien-11-7-0	bugkiller-11-0-0	bugkiller-11-60-0	bugkiller-11-7-0	daisy-11-0-0	daisy-11-60-0	daisy-11-7-0	halbarad-11-0-0	halbarad-11-7-0	kazan5500_2015_05_26_1_L01_1HP_F3	kazan5500_2015_05_26_1_L01_2HP_F3	kazan5500_2015_05_26_1_L01_3HP_F3	kazan5500_2015_05_26_1_L01_5HP_F3	kazan5500_2015_05_26_1_L01_6HP_F3	kazan5500_2015_05_26_1_L02_11HP_F3	kazan5500_2015_05_26_1_L02_16HP_F3	kazan5500_2015_05_26_1_L04_26HP_F3	kazan5500_2015_05_26_1_L04_27HP_F3	kazan5500_2015_05_26_1_L04_28HP_F3	kazan5500_2015_05_26_1_L04_29HP_F3	kazan5500_2015_05_26_1_L04_30HP_F3	kazan5500_2015_05_26_1_L05_33HP_F3	kazan5500_2015_05_26_1_L05_34HP_F3	kazan5500_2015_05_26_1_L05_36HP_F3	kazan5500_2015_05_26_1_L05_37HP_F3	kazan5500_2015_05_26_1_L05_38HP_F3	kazan5500_2015_05_26_1_L06_40HP_F3	kazan5500_2015_05_26_1_L06_41HP_F3	kazan5500_2015_05_26_1_L06_42HP_F3	kazan5500_2015_05_26_1_L06_44HP_F3	kazan5500_2015_05_26_1_L06_45HP_F3	kazan5500_2015_05_26_1_L06_46HP_F3	kazan5500_2015_06_20_1_L01_53HP_F3	kazan5500_2015_06_20_1_L02_48HP_F3	kazan5500_2015_06_20_1_L02_49HP_F3	kazan5500_2015_06_20_1_L02_61HP_F3	kazan5500_2015_06_20_1_L02_62HP_F3	kazan5500_2015_11_27_1_L02_84HP_F3	kazan5500_2015_11_27_1_L03_100HP_F3	kazan5500_2015_11_27_1_L03_101HP_F3	kazan5500_2015_11_27_1_L03_73HP_F3	kazan5500_2015_11_27_1_L03_74HP_F3	kazan5500_2015_11_27_1_L04_76HP_F3	kazan5500_2015_11_27_1_L04_77HP_F3	kazan5500_2015_11_27_1_L04_79HP_F3	kazan5500_2015_11_27_1_L04_80HP_F3	kazan5500_2015_11_27_1_L05_81HP_F3	kazan5500_2015_11_27_1_L05_85HP_F3	kazan5500_2015_11_27_1_L05_86HP_F3	kazan5500_2015_11_27_1_L05_89HP_F3	kazan5500_2015_11_27_1_L05_90HP_F3	kazan5500_2015_11_27_1_L06_92HP_F3	kazan5500_2015_11_27_1_L06_93HP_F3	kazan5500_2015_11_27_1_L06_95HP_F3	kazan5500_2015_11_27_1_L06_96HP_F3	kazan5500_2015_12_11_L01_67HP_F3	kazan5500_2015_12_11_L01_68HP_F3	kazan5500_2016_01_26_1_L04_109HP_F3	kazan5500_2016_04_22_1_L02_140HP_F3	kazan5500_2016_05_31_HP_A_L01_165HP_F3	kazan5500_2016_05_31_HP_A_L02_131HP_F3	kazan5500_2016_05_31_HP_A_L02_155HP_F3	kazan5500_2016_05_31_HP_A_L02_163HP_F3	kazan5500_2016_05_31_HP_A_L03_167HP_F3	kazan5500_2016_05_31_HP_A_L03_168HP_F3	peacemaker-11-0-0	peacemaker-11-60-0	peacemaker-11-7-0	scavenger-11-0-0	scavenger-11-60-0	scavenger-11-7-0	tigress-11-0-0	tigress-11-60-0	tigress-11-7-0
g009653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1
g009654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
g009655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
g009656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
g009657	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1
g009658	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1
g009659	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
g009660	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1
g009664	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009665	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1
g009666	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009667	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1
g009668	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1
g009669	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1
g009670	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009671	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1
g009672	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1
g009673	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009674	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009675	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1
g009676	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009677	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1
g009679	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1
g009680	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009681	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1
g009682	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009683	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009684	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009685	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
g009686	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1
g009687	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1
g009688	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1
g009689	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009690	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009691	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1
g009692	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009693	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
g009694	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
g009695	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
g009696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g009697	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1
g009698	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009699	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
g009700	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
g009701	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1
g009702	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009703	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009704	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g009705	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1
g009706	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009707	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009708	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009709	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1
g009710	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1
g009711	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009712	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009713	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009714	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009715	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1
g009716	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009717	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1
g009718	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009719	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009720	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g009722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g009723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g009725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1
g009726	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009727	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1
g009728	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009729	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
g009730	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
g009732	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1
g009733	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009734	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1
g009735	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1
g009736	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1
g009737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1
