class,mechanism,group,count,sampleID
Tetracyclines,Tetracycline inactivation enzymes,TETX,840,kazan5500_2015_05_26_1_L05_38HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,1758,kazan5500_2015_05_26_1_L05_38HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,1790,kazan5500_2015_05_26_1_L05_38HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,6,kazan5500_2015_05_26_1_L05_38HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,4415,kazan5500_2015_05_26_1_L05_38HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,4040,kazan5500_2015_05_26_1_L05_38HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,631,kazan5500_2015_05_26_1_L05_38HP
Trimethoprim,Dihydrofolate reductase,DFRF,8,kazan5500_2015_05_26_1_L05_38HP
Trimethoprim,Dihydrofolate reductase,DHFR,2,kazan5500_2015_05_26_1_L05_38HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,3,kazan5500_2015_05_26_1_L05_37HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,3,kazan5500_2015_05_26_1_L05_37HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,9,kazan5500_2015_05_26_1_L05_37HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,3,kazan5500_2015_05_26_1_L05_37HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME,2,kazan5500_2015_05_26_1_L05_37HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,41,kazan5500_2015_05_26_1_L05_37HP
betalactams,Class A betalactamases,CBLA,328,kazan5500_2015_05_26_1_L05_37HP
betalactams,Class A betalactamases,CEPA,3,kazan5500_2015_05_26_1_L05_37HP
betalactams,Class A betalactamases,CFX,1988,kazan5500_2015_05_26_1_L05_37HP
betalactams,Class B betalactamases,CFIA,9,kazan5500_2015_05_26_1_L05_37HP
betalactams,Class C betalactamases,BLAEC,1,kazan5500_2015_05_26_1_L05_37HP
betalactams,Penicillin binding protein,PBP2B,1,kazan5500_2015_05_26_1_L05_37HP
Elfamycins,EF-Tu inhibition,TUFAB,75,kazan5500_2015_05_26_1_L05_37HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,8,kazan5500_2015_05_26_1_L05_37HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,1,kazan5500_2015_05_26_1_L05_37HP
Glycopeptides,VanB-type resistance protein,VANB,1,kazan5500_2015_05_26_1_L05_37HP
Glycopeptides,VanB-type resistance protein,VANHB,1,kazan5500_2015_05_26_1_L05_37HP
Glycopeptides,VanD-type resistance protein,VAND,1,kazan5500_2015_05_26_1_L05_37HP
Glycopeptides,VanG-type accessory protein,VANYG,2,kazan5500_2015_05_26_1_L05_37HP
Glycopeptides,VanG-type resistance protein,VANTG,1,kazan5500_2015_05_26_1_L05_37HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,RPOC,1,kazan5500_2015_05_26_1_L05_37HP
MLS,23S rRNA methyltransferases,ERM,5,kazan5500_2015_05_26_1_L05_37HP
MLS,23S rRNA methyltransferases,ERMB,243,kazan5500_2015_05_26_1_L05_37HP
MLS,23S rRNA methyltransferases,ERMF,3,kazan5500_2015_05_26_1_L05_37HP
MLS,23S rRNA methyltransferases,ERMT,11,kazan5500_2015_05_26_1_L05_37HP
MLS,ABC transporter,TLRC,1,kazan5500_2015_05_26_1_L05_37HP
MLS,Lincosamide nucleotidyltransferases,LNUC,31,kazan5500_2015_05_26_1_L05_37HP
MLS,Macrolide resistance efflux pumps,MEFA,2,kazan5500_2015_05_26_1_L05_37HP
Multi-drug resistance,MDR regulator,PHOQ,2,kazan5500_2015_05_26_1_L05_37HP
Multi-drug resistance,MDR regulator,SOXS,1,kazan5500_2015_05_26_1_L05_37HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,1,kazan5500_2015_05_26_1_L05_37HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,1,kazan5500_2015_05_26_1_L05_37HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,1,kazan5500_2015_05_26_1_L05_37HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,1,kazan5500_2015_05_26_1_L05_37HP
Multi-drug resistance,Multi-drug efflux pumps,sme,1,kazan5500_2015_05_26_1_L05_37HP
Phenicol,Chloramphenicol acetyltransferases,CAT,10,kazan5500_2015_05_26_1_L05_37HP
Phenicol,Chloramphenicol acetyltransferases,CATP,37,kazan5500_2015_05_26_1_L05_37HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,77,kazan5500_2015_05_26_1_L05_37HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,5,kazan5500_2015_05_26_1_L05_37HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,1108,kazan5500_2015_05_26_1_L05_37HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,26,kazan5500_2015_05_26_1_L05_37HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,15,kazan5500_2015_05_26_1_L05_37HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,3546,kazan5500_2015_05_26_1_L05_37HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,1721,kazan5500_2015_05_26_1_L05_37HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,1943,kazan5500_2015_05_26_1_L05_37HP
Trimethoprim,Dihydrofolate reductase,DFRF,6,kazan5500_2015_05_26_1_L05_37HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,14,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,3,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,1,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,3,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME,1,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,1,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,1,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9,11,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME,1,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6,1,kazan5500_2015_05_26_1_L05_36HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6-PRIME,1,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class A betalactamases,CBLA,217,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class A betalactamases,CEPA,4,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class A betalactamases,CFX,3375,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class A betalactamases,CTX,20,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class B betalactamases,CFIA,422,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class C betalactamases,ACT,2,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class C betalactamases,BLAEC,2,kazan5500_2015_05_26_1_L05_36HP
betalactams,Class D betalactamases,OXA,1,kazan5500_2015_05_26_1_L05_36HP
betalactams,Mutant porin proteins,OMP36,4,kazan5500_2015_05_26_1_L05_36HP
betalactams,Penicillin binding protein,PBP1B,1,kazan5500_2015_05_26_1_L05_36HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,2,kazan5500_2015_05_26_1_L05_36HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,1,kazan5500_2015_05_26_1_L05_36HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,1,kazan5500_2015_05_26_1_L05_36HP
Elfamycins,EF-Tu inhibition,TUFAB,70,kazan5500_2015_05_26_1_L05_36HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,15,kazan5500_2015_05_26_1_L05_36HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,8,kazan5500_2015_05_26_1_L05_36HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,12,kazan5500_2015_05_26_1_L05_36HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,1,kazan5500_2015_05_26_1_L05_36HP
Glycopeptides,VanD-type regulator,VANRD,6,kazan5500_2015_05_26_1_L05_36HP
Glycopeptides,VanD-type regulator,VANSD,16,kazan5500_2015_05_26_1_L05_36HP
Glycopeptides,VanD-type resistance protein,VAND,6,kazan5500_2015_05_26_1_L05_36HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,RPOC,5,kazan5500_2015_05_26_1_L05_36HP
MLS,23S rRNA methyltransferases,ERM,26,kazan5500_2015_05_26_1_L05_36HP
MLS,23S rRNA methyltransferases,ERMB,271,kazan5500_2015_05_26_1_L05_36HP
MLS,23S rRNA methyltransferases,ERMF,1231,kazan5500_2015_05_26_1_L05_36HP
MLS,23S rRNA methyltransferases,ERMG,6,kazan5500_2015_05_26_1_L05_36HP
MLS,23S rRNA methyltransferases,ERMQ,1,kazan5500_2015_05_26_1_L05_36HP
MLS,23S rRNA methyltransferases,ERMT,4,kazan5500_2015_05_26_1_L05_36HP
MLS,23S rRNA methyltransferases,ERMX,2,kazan5500_2015_05_26_1_L05_36HP
MLS,Macrolide phosphotransferases,MPHA,3,kazan5500_2015_05_26_1_L05_36HP
MLS,Macrolide resistance efflux pumps,MACB,1,kazan5500_2015_05_26_1_L05_36HP
MLS,Macrolide resistance efflux pumps,MEFA,243,kazan5500_2015_05_26_1_L05_36HP
MLS,Macrolide resistance efflux pumps,MEL,20,kazan5500_2015_05_26_1_L05_36HP
MLS,Macrolide resistance efflux pumps,MSRD,25,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,MDR mutant porin proteins,omp36,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,MDR regulator,BAES,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,MDR regulator,CRP,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,MDR regulator,EVGS,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,MDR regulator,MARA,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,MDR regulator,ROBA,3,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,3,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,6,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,2,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,2,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,MEXE,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,OQXA,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,OQXB,2,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,1,kazan5500_2015_05_26_1_L05_36HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,1,kazan5500_2015_05_26_1_L05_36HP
Phenicol,Chloramphenicol acetyltransferases,CAT,103,kazan5500_2015_05_26_1_L05_36HP
Phenicol,Chloramphenicol acetyltransferases,CATB,1,kazan5500_2015_05_26_1_L05_36HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,110,kazan5500_2015_05_26_1_L05_36HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,16,kazan5500_2015_05_26_1_L05_36HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,2,kazan5500_2015_05_26_1_L05_36HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,1,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,2,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA,17,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB,39,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,408,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,4,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,38,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,367,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,4837,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,839,kazan5500_2015_05_26_1_L05_36HP
Tetracyclines,Tetracycline transcriptional repressor,TETR,1,kazan5500_2015_05_26_1_L05_36HP
Trimethoprim,Dihydrofolate reductase,DFRF,3,kazan5500_2015_05_26_1_L05_36HP
Trimethoprim,Dihydrofolate reductase,DHFR,2,kazan5500_2015_05_26_1_L05_36HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB,1,kazan5500_2015_05_26_1_L05_34HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,69,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,8,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,8,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,25,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,2,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3,1,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,8,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,5,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,6,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,2,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME,60,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,3,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH4,2,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6,42,kazan5500_2015_05_26_1_L05_34HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6-PRIME,1,kazan5500_2015_05_26_1_L05_34HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,2,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,BLAZ,2,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,CARB,1,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,CBLA,231,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,CFX,30,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,CTX,1537,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,OXY,1,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,SHV,9,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class A betalactamases,TEM,12,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class B betalactamases,CFIA,1,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class C betalactamases,ACT,11,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class C betalactamases,BLAEC,4,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class C betalactamases,CMY,2,kazan5500_2015_05_26_1_L05_34HP
betalactams,Class D betalactamases,OXA,1,kazan5500_2015_05_26_1_L05_34HP
betalactams,Mutant porin proteins,OMP36,13,kazan5500_2015_05_26_1_L05_34HP
betalactams,Penicillin binding protein,AMPH,23,kazan5500_2015_05_26_1_L05_34HP
betalactams,Penicillin binding protein,PBP1B,1,kazan5500_2015_05_26_1_L05_34HP
betalactams,Penicillin binding protein,PBP2,6,kazan5500_2015_05_26_1_L05_34HP
betalactams,Penicillin binding protein,PBP2B,8,kazan5500_2015_05_26_1_L05_34HP
betalactams,Penicillin binding protein,PBP2X,1,kazan5500_2015_05_26_1_L05_34HP
betalactams,Penicillin binding protein,PBP4B,5,kazan5500_2015_05_26_1_L05_34HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,2,kazan5500_2015_05_26_1_L05_34HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,8,kazan5500_2015_05_26_1_L05_34HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,3,kazan5500_2015_05_26_1_L05_34HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA,5,kazan5500_2015_05_26_1_L05_34HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,4,kazan5500_2015_05_26_1_L05_34HP
Cationic antimicrobial peptides,Polymyxin-resistant phoP,phoP,2,kazan5500_2015_05_26_1_L05_34HP
Elfamycins,EF-Tu inhibition,TUFAB,291,kazan5500_2015_05_26_1_L05_34HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,56,kazan5500_2015_05_26_1_L05_34HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,39,kazan5500_2015_05_26_1_L05_34HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,74,kazan5500_2015_05_26_1_L05_34HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,4,kazan5500_2015_05_26_1_L05_34HP
Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,2,kazan5500_2015_05_26_1_L05_34HP
Fosfomycin,Fosfomycin thiol transferases,FOSA,9,kazan5500_2015_05_26_1_L05_34HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoB,rpoB,1,kazan5500_2015_05_26_1_L05_34HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,RPOC,8,kazan5500_2015_05_26_1_L05_34HP
MLS,23S rRNA methyltransferases,ERM,5,kazan5500_2015_05_26_1_L05_34HP
MLS,23S rRNA methyltransferases,ERMB,57,kazan5500_2015_05_26_1_L05_34HP
MLS,23S rRNA methyltransferases,ERMF,42,kazan5500_2015_05_26_1_L05_34HP
MLS,23S rRNA methyltransferases,ERMG,2,kazan5500_2015_05_26_1_L05_34HP
MLS,23S rRNA methyltransferases,ERMQ,1,kazan5500_2015_05_26_1_L05_34HP
MLS,23S rRNA methyltransferases,ERMT,1,kazan5500_2015_05_26_1_L05_34HP
MLS,ABC transporter,OLEB,1,kazan5500_2015_05_26_1_L05_34HP
MLS,Lincosamide nucleotidyltransferases,LNUC,34,kazan5500_2015_05_26_1_L05_34HP
MLS,Macrolide resistance efflux pumps,MEFA,24,kazan5500_2015_05_26_1_L05_34HP
MLS,Macrolide resistance efflux pumps,MSRD,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR mutant porin proteins,omp36,3,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,20,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,ACRR,16,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,ASMA,33,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,BAER,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,BAES,3,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,CPXA,4,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,CPXAR,8,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,CRP,3,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,EMRR,2,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,EVGA,2,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,EVGS,9,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,GADX,5,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,HNS,2,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,MARA,2,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,MARR,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,PHOQ,5,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,RAMR,19,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,ROBA,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,MDR regulator,SOXS,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,17,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,3,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,3,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,EMRD,25,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,4,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,2,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,6,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,3,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,16,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,27,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,7,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,4,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,7,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,9,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,3,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,10,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,5,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MEXB,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MEXE,8,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,23,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,OQXA,24,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,OQXB,95,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,sme,1,kazan5500_2015_05_26_1_L05_34HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,6,kazan5500_2015_05_26_1_L05_34HP
Phenicol,Chloramphenicol acetyltransferases,CAT,141,kazan5500_2015_05_26_1_L05_34HP
Phenicol,Chloramphenicol acetyltransferases,CATA,1,kazan5500_2015_05_26_1_L05_34HP
Phenicol,Chloramphenicol acetyltransferases,CATB,6,kazan5500_2015_05_26_1_L05_34HP
Phenicol,Chloramphenicol acetyltransferases,CATP,223,kazan5500_2015_05_26_1_L05_34HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,404,kazan5500_2015_05_26_1_L05_34HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,31,kazan5500_2015_05_26_1_L05_34HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,1,kazan5500_2015_05_26_1_L05_34HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,22,kazan5500_2015_05_26_1_L05_34HP
